StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0_Consent,GenViciousEval,LSViciousEval,SEAVicious,GenVirtuousEval,LSVirtuousEval,SEAVirtuousEval,GenRecklessEval,LSRecklessEval,SEARecklessEval,GenCourageousEval,LSCourageousEval,SEACourageousEval,GenSelfishEval,LSSelfishEval,SEASelfishEval,GenGenerousEval,LSGenerousEval,SEAGenerousEval,GenCruelEval,LSCruelEval,SEACruelEval,GenCompassionateEval,LSCompassionateEval,SEACompassionateEval,GenRudeEval,LSRudeEval,SEARudeEval,GenFriendlyEval,LSFriendlyEval,SEAFriendlyEval,GenManipulativeEval,LSManipulativeEval,SEAManipulativeEval,GenHonestEval,LSHonestEval,SEAHonestEval,M_GenViciousEval,M_LSViciousEval,M_SEAViciousEval,M_GenVirtuousEval,M_LSVirtuousEval,M_SEAVirtuousEval,M_GenRecklessEval,M_LSRecklessEval,M_SEARecklessEval,M_GenCourageousEval,M_LSCourageousEval,M_SEACourageousEval,M_GenSelfishEval,M_LSSelfishEval,M_SEASelfishEval,M_GenGenerousEval,M_LSGenerousEval,M_SEAGenerousEval,M_GenCruelEval,M_LSCruelEval,M_SEACruelEval,M_GenCompassionateEv,M_LSCompassionateEva,M_SEACompassionateEv,M_GenRudeEval,M_LSRudeEval,M_SEARudeEval,M_GenFriendlyEval,M_LSFriendlyEval,M_SEAFriendlyEval,M_GenManipulativeEva,M_LSManipulativeEval,M_SEAManipulativeEva,M_GenHonestEval,M_LSHonestEval,M_SEAHonestEval,QuantSliderEval_1,M_QuantSliderEval_1,CharacterSpeakerEval,NaturallyGoodBadEval,Q44,Q45,Q46
2020-04-24 16:02:18,2020-04-24 16:04:38,0,75.131.9.255,100,140,1,2020-04-24 16:04:39,R_1gkLL4AKLJ35H2W,,,,,33.5637054443359375,-84.2111968994140625,anonymous,EN,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,3,1,1,English,31
2020-04-24 16:03:37,2020-04-24 16:04:41,0,75.64.8.33,100,63,1,2020-04-24 16:04:41,R_OecpGcYFtHpdUJz,,,,,35.251800537109375,-90.02469635009765625,anonymous,EN,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,1,1,1,ENGLISH,27
2020-04-24 16:03:52,2020-04-24 16:04:41,0,66.42.252.101,100,49,1,2020-04-24 16:04:42,R_1FICO9BUQjbj5St,,,,,39.2454071044921875,-84.25370025634765625,anonymous,EN,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,1,2,1,English,34
2020-04-24 16:03:40,2020-04-24 16:04:46,0,173.3.9.144,100,66,1,2020-04-24 16:04:47,R_e4lt9GPRLH0KLhD,,,,,41.1461944580078125,-73.9965972900390625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,2,1,"English ",32
2020-04-24 16:03:14,2020-04-24 16:04:48,0,69.136.31.133,100,94,1,2020-04-24 16:04:48,R_Q6ZlOJxjpfs4gnv,,,,,26.569793701171875,-81.86949920654296875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,100,1,1,1,English,24
2020-04-24 16:02:59,2020-04-24 16:04:49,0,97.120.116.130,100,109,1,2020-04-24 16:04:49,R_1K7pLoT7UFqSrWc,,,,,45.57769775390625,-122.67950439453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,4,2,1,1,english,57
2020-04-24 16:04:02,2020-04-24 16:04:49,0,69.248.74.162,100,46,1,2020-04-24 16:04:49,R_2S0uTT5MxDXeRct,,,,,39.7353973388671875,-74.98380279541015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,English,30
2020-04-24 16:04:14,2020-04-24 16:04:52,0,24.243.230.138,100,37,1,2020-04-24 16:04:52,R_10Oh3DxLmCA5i96,,,,,31.1992950439453125,-97.93039703369140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,1,1,2,english,42
2020-04-24 16:03:08,2020-04-24 16:04:52,0,74.74.98.244,100,103,1,2020-04-24 16:04:52,R_2dlNg7VGdhShyi8,,,,,42.0825042724609375,-75.90039825439453125,anonymous,EN,1,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,English,38
2020-04-24 16:02:29,2020-04-24 16:04:52,0,108.16.199.62,100,143,1,2020-04-24 16:04:53,R_1JIKxtixknIaT0W,,,,,39.9828033447265625,-75.8238983154296875,anonymous,EN,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,2,2,2,English,34
2020-04-24 16:02:53,2020-04-24 16:04:55,0,74.174.71.247,100,122,1,2020-04-24 16:04:55,R_1IoV3Ul2Jj0kPdu,,,,,36.0868988037109375,-84.189697265625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,0,1,2,2,English,52
2020-04-24 16:03:36,2020-04-24 16:04:57,0,174.66.77.138,100,81,1,2020-04-24 16:04:58,R_3saKMROjYwRaNve,,,,,41.70660400390625,-72.57450103759765625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,39
2020-04-24 16:03:27,2020-04-24 16:05:01,0,192.82.46.74,100,93,1,2020-04-24 16:05:02,R_2yslklaXFmAXQaU,,,,,42.9654998779296875,-84.92220306396484375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,76,1,2,2,english,31
2020-04-24 16:02:56,2020-04-24 16:05:02,0,46.244.28.64,100,125,1,2020-04-24 16:05:03,R_AO07gffnJR7D5gB,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,92,3,1,2,english,37
2020-04-24 16:02:34,2020-04-24 16:05:03,0,187.84.90.193,100,148,1,2020-04-24 16:05:03,R_1f2hm2svwjBbVap,,,,,-8.41259765625,-36.756805419921875,anonymous,EN,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1,1,2,english,42
2020-04-24 16:03:48,2020-04-24 16:05:04,0,107.144.143.131,100,75,1,2020-04-24 16:05:04,R_3ssGXMo90ALyIVj,,,,,28.62249755859375,-81.43170166015625,anonymous,EN,1,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,1,1,1,english,29
2020-04-24 16:02:25,2020-04-24 16:05:04,0,136.32.86.98,100,158,1,2020-04-24 16:05:05,R_2ZZVSSmbEaeVXxL,,,,,39.10009765625,-94.5782012939453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,2,English,44
2020-04-24 16:03:06,2020-04-24 16:05:08,0,99.172.39.58,100,122,1,2020-04-24 16:05:08,R_2qekb6DShCYVSAu,,,,,30.0408935546875,-95.5301971435546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,1,2,English,57
2020-04-24 16:03:32,2020-04-24 16:05:08,0,71.208.78.47,100,96,1,2020-04-24 16:05:09,R_268VjSoLKxLzbEv,,,,,26.593597412109375,-81.66190338134765625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,1,1,1,English,26
2020-04-24 16:02:36,2020-04-24 16:05:09,0,187.84.90.193,100,153,1,2020-04-24 16:05:09,R_3MrFlkny76UaXQ7,,,,,-8.41259765625,-36.756805419921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,3,1,1,english,42
2020-04-24 16:03:15,2020-04-24 16:05:10,0,172.85.19.13,100,114,1,2020-04-24 16:05:10,R_Ucqx4BYkIPWg7iV,,,,,33.5077056884765625,-81.6876983642578125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,33,3,2,2,English,29
2020-04-24 16:04:18,2020-04-24 16:05:10,0,73.196.66.30,100,51,1,2020-04-24 16:05:10,R_xzMql8HHiD0M33b,,,,,39.6410980224609375,-74.19219970703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,English,22
2020-04-24 16:03:26,2020-04-24 16:05:10,0,98.29.29.16,100,104,1,2020-04-24 16:05:11,R_1Fy7qi4JjlzQeK6,,,,,39.643798828125,-84.1743011474609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,1,2,English,50
2020-04-24 16:03:05,2020-04-24 16:05:12,0,24.170.239.104,100,127,1,2020-04-24 16:05:13,R_wY4vVZvaO7jbZ05,,,,,39.552093505859375,-77.70050048828125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,3,1,1,english,69
2020-04-24 16:04:24,2020-04-24 16:05:13,0,73.173.103.253,100,48,1,2020-04-24 16:05:13,R_2asOQ3zxR61IXCc,,,,,39.21240234375,-76.87760162353515625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,English,26
2020-04-24 16:03:35,2020-04-24 16:05:14,0,69.204.64.37,100,99,1,2020-04-24 16:05:15,R_2q1Li6U0UwCpJXl,,,,,43.050506591796875,-78.852996826171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,35
2020-04-24 16:04:46,2020-04-24 16:05:17,0,184.169.112.20,100,30,1,2020-04-24 16:05:17,R_2yqqveYS8UE38A8,,,,,46.8907012939453125,-96.9257965087890625,anonymous,EN,1,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,English,30
2020-04-24 16:03:40,2020-04-24 16:05:18,0,107.137.132.222,100,97,1,2020-04-24 16:05:18,R_2dolCY1s41zoOIs,,,,,29.8834075927734375,-95.45529937744140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,2,1,1,English,31
2020-04-24 16:02:27,2020-04-24 16:05:18,0,23.111.188.5,100,170,1,2020-04-24 16:05:18,R_3OqQY6MF747grQE,,,,,27.889495849609375,-82.24210357666015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,90,2,1,2,English,27
2020-04-24 16:03:53,2020-04-24 16:05:19,0,73.71.161.76,100,85,1,2020-04-24 16:05:19,R_2s0U2hdVxsxRuwd,,,,,38.325897216796875,-122.704803466796875,anonymous,EN,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,English,49
2020-04-24 16:02:53,2020-04-24 16:05:19,0,173.54.0.242,100,145,1,2020-04-24 16:05:19,R_30ox41xPzz5d6gs,,,,,40.2458953857421875,-74.28130340576171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,54
2020-04-24 16:04:17,2020-04-24 16:05:20,0,136.234.105.219,100,63,1,2020-04-24 16:05:20,R_3oHpNXFf1XGEts9,,,,,44.9709930419921875,-93.04979705810546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,26,3,2,2,english,26
2020-04-24 16:04:12,2020-04-24 16:05:21,0,72.189.240.60,100,68,1,2020-04-24 16:05:21,R_32RY61anNx1uJkc,,,,,28.7593994140625,-81.3511962890625,anonymous,EN,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,1,1,2,english,36
2020-04-24 16:03:31,2020-04-24 16:05:23,0,108.88.175.151,100,111,1,2020-04-24 16:05:23,R_1FnTJyxLJ7umBH0,,,,,42.5316009521484375,-83.5261993408203125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,1,1,1,English,55
2020-04-24 16:04:11,2020-04-24 16:05:24,0,68.194.130.223,100,73,1,2020-04-24 16:05:25,R_1NEcgDoSLZza8F0,,,,,40.69140625,-73.372802734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,English,28
2020-04-24 16:02:27,2020-04-24 16:05:27,0,68.11.229.121,100,180,1,2020-04-24 16:05:27,R_OiNLHIP3WrE3PeV,,,,,30.159698486328125,-92.0258026123046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,79,2,1,1,ENGLISH,55
2020-04-24 16:02:23,2020-04-24 16:05:29,0,68.106.254.178,100,185,1,2020-04-24 16:05:30,R_xsc82Etz6rKNqBr,,,,,31.5402069091796875,-110.266998291015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,95,1,1,2,English,53
2020-04-24 16:03:07,2020-04-24 16:05:29,0,98.200.8.229,100,142,1,2020-04-24 16:05:30,R_2taEHxMwyXpuXvh,,,,,29.7422027587890625,-95.49030303955078125,anonymous,EN,1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,1,1,1,English,32
2020-04-24 16:04:01,2020-04-24 16:05:32,0,24.115.82.30,100,91,1,2020-04-24 16:05:33,R_3hAqXRjEhGHPXrJ,,,,,40.5995025634765625,-75.3762969970703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,1,1,1,English,60
2020-04-24 16:03:08,2020-04-24 16:05:33,0,172.114.36.184,100,144,1,2020-04-24 16:05:33,R_XHSQdTG55MFUOBz,,,,,33.871795654296875,-118.3368988037109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,36,1,1,1,english,24
2020-04-24 16:03:50,2020-04-24 16:05:34,0,69.113.161.195,100,103,1,2020-04-24 16:05:34,R_2RUQAjEcsRAtkLw,,,,,40.90679931640625,-74.36150360107421875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,1,1,1,English,36
2020-04-24 16:03:29,2020-04-24 16:05:37,0,24.210.41.233,100,128,1,2020-04-24 16:05:38,R_1jwh1o3TPCp0zbH,,,,,40.0034942626953125,-82.67259979248046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,english,29
2020-04-24 16:04:20,2020-04-24 16:05:37,0,67.245.12.9,100,77,1,2020-04-24 16:05:38,R_zfh9AOtd97HjVYd,,,,,40.6208038330078125,-74.0426025390625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,2,1,english,49
2020-04-24 16:03:10,2020-04-24 16:05:38,0,70.122.85.39,100,148,1,2020-04-24 16:05:39,R_2afsv3g5IA2yElD,,,,,31.639801025390625,-97.09400177001953125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,3,1,2,English,38
2020-04-24 16:03:55,2020-04-24 16:05:39,0,192.77.189.158,100,104,1,2020-04-24 16:05:40,R_QbOgmZ5MgxOmUlH,,,,,41.1313934326171875,-100.7751007080078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,3,1,2,English,38
2020-04-24 16:04:27,2020-04-24 16:05:42,0,98.24.67.15,100,75,1,2020-04-24 16:05:42,R_29p60jjhyCkiOZJ,,,,,35.2700958251953125,-81.53060150146484375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3,1,1,English,40
2020-04-24 16:03:59,2020-04-24 16:05:43,0,70.188.37.30,100,103,1,2020-04-24 16:05:43,R_2EErJ8zhK1iQDSU,,,,,37.3029022216796875,-79.93219757080078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,English,32
2020-04-24 16:03:37,2020-04-24 16:05:44,0,71.185.232.113,100,126,1,2020-04-24 16:05:45,R_10OCKXc4fuTOjMx,,,,,40.07110595703125,-75.20510101318359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,1,English,51
2020-04-24 16:04:28,2020-04-24 16:05:46,0,71.194.123.244,100,77,1,2020-04-24 16:05:46,R_qQQuZefTEjgNliF,,,,,41.9777984619140625,-88.2017974853515625,anonymous,EN,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,1,1,2,English,50
2020-04-24 16:04:02,2020-04-24 16:05:46,0,74.174.222.156,100,103,1,2020-04-24 16:05:46,R_urWBRWPWieXtejn,,,,,34.7776947021484375,-86.54450225830078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,100,1,1,2,english,62
2020-04-24 16:03:37,2020-04-24 16:05:49,0,72.203.50.234,100,132,1,2020-04-24 16:05:50,R_21HamRynWjDTXqH,,,,,36.16510009765625,-115.36049652099609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,70,3,1,2,English,44
2020-04-24 16:04:27,2020-04-24 16:05:50,0,73.246.98.161,100,82,1,2020-04-24 16:05:50,R_12nkzBbbC7TJUuB,,,,,41.94500732421875,-87.79959869384765625,anonymous,EN,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,1,2,1,English,40
2020-04-24 16:04:17,2020-04-24 16:05:51,0,173.18.59.9,100,93,1,2020-04-24 16:05:51,R_8DkNoBIdHVNKxd7,,,,,41.64349365234375,-91.5684967041015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,51,1,1,2,English,21
2020-04-24 16:04:46,2020-04-24 16:05:52,0,73.139.19.187,100,66,1,2020-04-24 16:05:52,R_2E04NWN2uP8SIIF,,,,,25.606201171875,-80.3451995849609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,english,44
2020-04-24 16:05:36,2020-04-24 16:05:54,0,184.170.166.82,100,18,1,2020-04-24 16:05:54,R_2YhQbUh4hIn3boH,,,,,38.0052032470703125,-84.42299652099609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,2,2,1,English,28
2020-04-24 16:04:09,2020-04-24 16:05:54,0,108.60.212.114,100,105,1,2020-04-24 16:05:55,R_dnTC6WMs2CPyDVD,,,,,32.868499755859375,-97.2863006591796875,anonymous,EN,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,1,1,2,ENGLISH,51
2020-04-24 16:03:48,2020-04-24 16:05:58,0,73.179.67.217,100,130,1,2020-04-24 16:05:58,R_1DukhKfkOkRMhpl,,,,,26.1374053955078125,-80.16840362548828125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,1,1,1,English,26
2020-04-24 16:02:35,2020-04-24 16:06:00,0,45.4.196.163,100,205,1,2020-04-24 16:06:00,R_2PBaoyjphWP9B1m,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,3,1,1,English,29
2020-04-24 16:04:54,2020-04-24 16:06:02,0,107.4.76.53,100,68,1,2020-04-24 16:06:02,R_2tD5SrjwXa5y2yP,,,,,43.1819000244140625,-83.7238006591796875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,english,28
2020-04-24 16:04:41,2020-04-24 16:06:02,0,107.190.150.182,100,81,1,2020-04-24 16:06:02,R_1gOVAJwnqdo2y0W,,,,,33.8769073486328125,-79.05120086669921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,90,1,1,2,English,36
2020-04-24 16:04:33,2020-04-24 16:06:06,0,24.228.67.36,100,93,1,2020-04-24 16:06:07,R_uvUU6eeg3SxalGN,,,,,40.9456939697265625,-74.1826019287109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,1,1,English,31
2020-04-24 16:04:58,2020-04-24 16:06:07,0,47.227.158.228,100,69,1,2020-04-24 16:06:07,R_2CDsHUuR40SFMq7,,,,,39.84869384765625,-86.37819671630859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,100,1,1,1,English,30
2020-04-24 16:04:26,2020-04-24 16:06:10,0,207.173.44.19,100,103,1,2020-04-24 16:06:10,R_USbHQ861NkaGOWd,,,,,35.321197509765625,-112.954803466796875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,1,1,English,28
2020-04-24 16:03:29,2020-04-24 16:06:14,0,71.93.31.136,100,164,1,2020-04-24 16:06:14,R_1nT9ekC7ksL70S0,,,,,46.415802001953125,-120.266204833984375,anonymous,EN,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,1,1,2,English,62
2020-04-24 16:02:39,2020-04-24 16:06:16,0,73.138.30.93,100,217,1,2020-04-24 16:06:16,R_32Pe3Astd3fxMG3,,,,,27.2621002197265625,-80.3834991455078125,anonymous,EN,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,3,1,1,english,42
2020-04-24 16:05:21,2020-04-24 16:06:18,0,65.29.71.149,100,57,1,2020-04-24 16:06:19,R_3fwKTipwTLE7MZS,,,,,40.1103973388671875,-83.11309814453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,english,28
2020-04-24 16:04:56,2020-04-24 16:06:21,0,98.253.155.3,100,85,1,2020-04-24 16:06:22,R_3ktaK1aI69IZcnb,,,,,41.685302734375,-86.23290252685546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,10,2,1,1,English,21
2020-04-24 16:04:55,2020-04-24 16:06:22,0,50.81.83.34,100,87,1,2020-04-24 16:06:22,R_pNaDjQbwOt5wr3r,,,,,37.166107177734375,-93.24579620361328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,49
